Anger,Sad,Fear,Joy,Comments
0,0,0.00255102,0,"hey @cameronbraid, we're open to supporting other ""array-like"" objects in addition to arrays, but i don't think checking the presence of `foreach` is the best approach.  ""array-like"" objects don't necessarily implement array methods (see `arguments`/`nodelist`).  prior to es2015, the typical way to check for an ""array-like"" has been to [check for a numeric length](http://2ality.com/2013/05/quirk-array-like-objects.html).  something like:```jsfunction isarraylike(obj) {  var length = obj != null && obj.length  return typeof length === 'number' && length >= 0 && length % 1 === 0}```however, in es2015 the [iteration protocols](https://developer.mozilla.org/en-us/docs/web/javascript/reference/iteration_protocols) were introduced for exactly this reason.  it looks like the mobx arrays [do implement the iterable protocol](https://github.com/mobxjs/mobx/blob/d17e73cba664842048008cefbbd2243a6db1af30/src/types/observablearray.ts#l585), so this approach would work for them as well as arrays, generators, maps, sets, and other objects that conform to the protocol. however, because this is a newer protocol and we're still supporting browsers back to ie9, we'll need to have a fallback.  one thing that many third-party libraries (including mobx) do is use `""@@iterator""` in place of the symbol where it's not supported.```jsfunction iteratorsymbol() {    return (typeof symbol === ""function"" && symbol.iterator) || ""@@iterator""}```https://github.com/mobxjs/mobx/blob/master/src/utils/iterable.ts#l8built in types won't have this though, so if we wanted full support, we'd need to check the length to do ""array-like"" duck typing.  the two primary types i'm aware of are `arguments` and `nodelist`, neither of which are likely to be used within a template.  i'm thinking only supporting the iteration protocols (with the symbol → string fallback) should be sufficient.  thoughts?/cc @marko-js/core"
0,0,0,0.013380952,"@mlrawlings yeah, i understand that, i was really just wanting to relax the requirement of using array.isarray - which would solve the issue i currently face - which was that my templates were working when using for with status var, but when i remove the status var part of the expression the template no longer worked.then when i implemented the test case, i noticed that the 'for with loop var' helper has the check for .foreach so i added it into the 'standard for' helper to make them consistent."
0,0,0,0,[![cla assistant check](https://cla.js.foundation/pull/badge/signed)](https://cla.js.foundation/marko-js/marko?pullrequest=1037) <br/>all committers have signed the cla.
0,0,0,0,[![coverage status](https://coveralls.io/builds/16698172/badge)](https://coveralls.io/builds/16698172)coverage increased (+0.001%) to 90.325% when pulling **dfc079ac764dab9d2dc329a782102225fe378ed5 on 1038-legacy-dirty-check** into **810e29c56f2a8beebd004dc6ba77e7aa357ee746 on master**.  [![coverage status](https://coveralls.io/builds/16698223/badge)](https://coveralls.io/builds/16698223)coverage increased (+0.001%) to 90.325% when pulling **11099cb8a821976e50a3ee4399b3a397489f9ac3 on 877-transformer-array** into **810e29c56f2a8beebd004dc6ba77e7aa357ee746 on master**.
0,0,0,0,"same issue with lasso`warning!!${attrs} is deprecated, use ...attrs instead  at node_modules/lasso/head-118-3-26-33519-xjraht.l20k.marko:1:0`"
0,0,0,0,@austinkelleher thanks for pointing out that error. you were totally right. i've updated the example to something that actually works! here's a jsfiddle with it working as a way to confirm: https://jsfiddle.net/dustinbrownman/o08p2s61/
0,0,0,0,any workarounds?
0,0,0,0,"hi, tried marko-loader - it bundles js but not css. any suggestions?``` plugins: [    // avoid publishing files when compilation failed:    new webpack.noemitonerrorsplugin(),    // write out css bundle to its own file:    new extracttextplugin('dist/bundle.css', { allchunks: true })  ]``````test: /\.(css|less)$/,        loader: extracttextplugin.extract({          fallback: 'style-loader?sourcemap',          use: 'css-loader?sourcemap!less-loader'        }),```"
0,0,0,0,[![coverage status](https://coveralls.io/builds/16928405/badge)](https://coveralls.io/builds/16928405)coverage increased (+0.03%) to 90.378% when pulling **1a3733344057169f31bb7844491b887369fd14e2 on on-mount-update-test** into **28ff4e1485b176e081e6ecf70ea299a2d211fbea on master**.
0,0,0,0,"if you're using lasso, you will need to use the `lasso-less` plugin: https://github.com/lasso-js/lasso-less. if you're using webpack: https://github.com/webpack-contrib/less-loader"
0,0,0,0,i'm using brunchjs
0,0,0,0,"this is about to become a blocker for us now that we are nearing production.  is there any plan to address this in the short term ?i'm using a workaround, which has some issues, but gets part of the way there.serverawait.marko```static const onserver = typeof window == 'undefined'<div>	<if (onserver && input.promise)>	  <await(p from input.promise)>	    <include(input.renderbody)/>	  </await>	</if>	<else>"
0,0,0,0,[![cla assistant check](https://cla.js.foundation/pull/badge/signed)](https://cla.js.foundation/marko-js/marko?pullrequest=1047) <br/>all committers have signed the cla.
0,0,0,0,thanks for the report and detailed explanation @zhangyijiang. we should probably apply a fix somewhere in here: https://github.com/marko-js/markojs-website/blob/master/routes/docs/util/markdown.js#l79  this was actually an issue with the relative urls in the markdown files. i've fixed this and published a new version. we still need to publish a new version of the website.
0,0,0,0,"hi, as of marko 4.10.0 this is still crashing my server, it appears the generated `template.marko.js` code is wrong, as it has an undefined callback:```javascriptrenderbody: function renderbody(out) {  if (false) {    gov_task_list_task_section_task_nested_tag({        name: ""provide financial evidence"",        href: ""#""      }, gov_task_list_task_section0);  }  if (true) {    gov_task_list_task_section_task_nested_tag({        name: ""give medical information"",        href: ""#""      }, gov_task_list_task_section0);  }}````gov_task_list_task_section0` is never defined, so calling it crashes the express server."
0,0,0,0,is there a suggested solution for webpack using hashes?
0.021776224,0,0,0.004244755,"@dylanpiercey we actually hit this same problem today in a drop-down component we built where the body of the dropdown is a transcluded component. if the conditional is on the include inside another component, the key gets incremented the second time the component is rendered, but the parent context still tries to lookup the key using the original key name with no index (because the parent is not aware that the component was destroyed and recreated). this seems to happen because when the component is rerendered, it uses the parent's `keysequence` and the `___lookup` still contains the key, despite the child being destroyed. this makes sense since the destruction of the transcluded component happened in a child component so the parent component is not updated and the `keysequence` is not ""rebuilt"".here's a simple project that shows the issue.  https://github.com/jasonmacdonald/marko-conditional-include (i'll see if i can find some time to turn this into a failing, but the demo project was what i used to narrow down the issue in our project).there appear to be a couple options to resolve this issue: 1. when a node for a transcluded component is detached, we could remove the key from the `keysequence.__lookup` in the parent context.2. when a component is destroyed that belongs to a parent context, we force an update on the parent even if its state didn't change, which forces the `keysequence` to be rebuilt (i believe) without the transcluded component. _**this is our workaround for the moment**_3. we make getcomponent a bit smarter to account for keysequences rather than just using the `componentlookup` which only has the new key which has been incremented."
0,0,0,0,"@austinkelleher hey austin, any news on this issue? the same warning we got in markojs 4.9.0 and 4.10.0."
0,0,0,0,[![cla assistant check](https://cla.js.foundation/pull/badge/signed)](https://cla.js.foundation/marko-js/marko?pullrequest=1054) <br/>all committers have signed the cla.
0,0,0,0,[![coverage status](https://coveralls.io/builds/17578927/badge)](https://coveralls.io/builds/17578927)coverage decreased (-55.4%) to 34.954% when pulling **5b9c84337c88731850ae00e0b2df3c4751557a27 on multi-init-components** into **d6e251d87b3816ab4907666614ce80c471aee63b on master**.
0,0,0,0,[![coverage status](https://coveralls.io/builds/17583047/badge)](https://coveralls.io/builds/17583047)coverage decreased (-28.2%) to 29.06% when pulling **7b928d5ce98219f862ea8c1b9ec0bedad103170a on 880-dynamic-tag** into **cdc13228faae8ab7b8f3f838aaa62befa81531eb on master**.
0,0,0,0,"i realise this is a bit after the fact, but is there any way it can support something like this static const mytag = require(""ui-library/mytag"")```<div>  <mytag/></div>```rather than```<div>  <${mytag}/></div>```"
0,0,0,0,"the `npm run test-coverage` command uses it to auto open the coverage report because i'm lazy. 😂it's not totally necessary, but we could also switch to [`opn`](https://www.npmjs.com/package/opn).https://github.com/marko-js/marko/blob/76137568f20d047d7492f3d9f1543650e50b175a/package.json#l14  also, did you regenerate the whole `package-lock.json`?  the build is failing because of some changes to the way `prettier` formats code.  we either need to `npm run format` or only update these specific versions.i think if you were to `git checkout master -- package-lock.json && npm i` it would update the package lock for only those packages.  fixed in `4.11`  fixed in `4.11` (without breaking since we only target html elements)"
0,0,0,0,"i identified that bug 1 in this demo was caused by using a full page component.  i have refactored the demo to remove the full page component and unfortunately the 2 other bugs still remain.is someone able to take a look at this, as its a blocker for us"
0,0,0,0,fyi i have submitted a pr for a failing test case for the domexception bughttps://github.com/marko-js/marko/pull/1064  fyi i have updated the pr to include a second failing test for a different exception```     typeerror: cannot read property 'nextsibling' of null      at component.___foreachnode (src/components/component.js:542:43)      at component.___detach (src/components/component.js:533:14)      at morphchildren (src/morphdom/index.js:329:51)      at morphcomponent (src/morphdom/index.js:155:9)      at morphchildren (src/morphdom/index.js:346:44)      at morphdom (src/morphdom/index.js:799:5)      at /users/cameronbraid/workspace-new/marko-fork/src/components/component.js:516:13      at object.batchupdate [as ___batchupdate] (src/components/update-manager.js:63:9)      at component.___rerender (src/components/component.js:499:23)      at component.update (src/components/component.js:452:22)```
0,0,0,0.026636364,"yes i agree it's just treating the symptom. i hope the root cause is fixed, but it seems to be an old issue that keeps coming back up. in this case i'd like to have state updates working again while the root cause is being investigated."
0,0,0,0,@bryceewatson fyi i have implemented a test case that produces this error https://github.com/marko-js/marko/pull/1064
0,0,0,0,"does this also fix https://github.com/marko-js/marko/issues/947 ?  hmm, that ticket is also the result of global lookup not being cleaned. that's why i thought this may address it as well. i can dream i guess lol. i'll look to add a test case for that then."
0,0,0,0,[![coverage status](https://coveralls.io/builds/17743969/badge)](https://coveralls.io/builds/17743969)coverage decreased (-0.6%) to 90.519% when pulling **716952c58f31d27da9617133bab78762dba2f444 on scoped-attr-default-key-fix** into **1e4c5ce720c2c724de6ad6aeef49e18e06e6cc1a on master**.
0,0,0,0,[![coverage status](https://coveralls.io/builds/17741836/badge)](https://coveralls.io/builds/17741836)coverage increased (+90.5%) to 90.527% when pulling **5729a7efd9fe4a80ceefdb0c4444731d14e22645 on jsdom-context-require** into **47e2dfef0a216ce11e58a68b7501c82734f36dba on master**.  [![coverage status](https://coveralls.io/builds/17747036/badge)](https://coveralls.io/builds/17747036)coverage decreased (-0.6%) to 90.511% when pulling **1a948f8bd0e7248eae4864791e87208c96dd2c27 on nextsibling-fix** into **1e4c5ce720c2c724de6ad6aeef49e18e06e6cc1a on master**.
0,0,0,0.010276316,"great - thanks, that works for me  @mlrawlings i'm glad to help.  i really appreciate you fixing these bugs.  we are at the end of a dev cycle for a new frontend and these bugs are a blocker so you are helping in a big way by looking into this.thanks for the explanation about what the different test scenarios are about.i identified another bug using my demo project at https://github.com/cameronbraid/marko-dom-issue and i have isolated the steps to reproduce (still using components-pages sorry!) and provided a pr https://github.com/marko-js/marko/pull/1072  i did this as a means for making it easier for you to execute the failing case so that you can implement a 'real' test case that targets the cause and asserts on expected outcomeonce again, thank you very much for your work on this issue."
0,0,0,0,thanks
0,0,0,0,"guys, i've a similar problem on another repo (marko-path-router):https://github.com/charlieduong94/marko-path-router/issues/34maybe be same issue. feel free for download this repo and test it."
0,0,0,0,[![coverage status](https://coveralls.io/builds/17918941/badge)](https://coveralls.io/builds/17918941)coverage increased (+0.03%) to 90.568% when pulling **037d2f59ccf16fec65e1832f141e3c8bfb122771 on tag-params** into **2ec6695bd3f6a3ef1f6a369f636529b14721b003 on master**.
0,0,0,0,"@fineline did you figure this out? i too am using marko for templating only on the server. i am not passing a html string to a browser, so i'm certain that i don't require a module bundler. correct me if i am wrong."
0,0,0,0,[![coverage status](https://coveralls.io/builds/17869950/badge)](https://coveralls.io/builds/17869950)coverage increased (+0.02%) to 90.555% when pulling **10965a3717039a3c8e0fcae49e6f25b408b2c942 on style-array** into **2ec6695bd3f6a3ef1f6a369f636529b14721b003 on master**.
0,0,0,0,"hello,nodejs now supports the object spread operator, but marko still gives the same error message. (isn't it related to the js tokenizer used in marko?)"
0,0,0,0,thank you so much for the detailed reply.this does indeed look like the feature i was looking for.looking forward to seeing the pr merged 👍.
0,0,0,0,any update?
0,0,0,0,"> link to your project: ebay's private project, sorry.@ulivz can you ping me on slack?  my userid is `mirawlings`"
0,0,0,0,@jasonmacdonald would you be willing to test if this fixes your issue in #947?
0,0,0,0,great work :)verified fixed with marko 4.12.1
0,0,0,0,[![coverage status](https://coveralls.io/builds/18048285/badge)](https://coveralls.io/builds/18048285)coverage remained the same at 90.59% when pulling **f78a0360b213ac252d0c78edc4fe502ef135f304 on cameronbraid:failing-test-for-issue-1087-diffpatch-transcluded-input-change** into **14d29438632bfd96479cdda8be9cb6cc2721945d on marko-js:master**.
0,0,0,0,[![coverage status](https://coveralls.io/builds/18075829/badge)](https://coveralls.io/builds/18075829)coverage increased (+0.01%) to 90.6% when pulling **5641fb9e0d3a3e29f5b61a6e6ea10c7c8bd618e4 on fix-for-keys** into **14d29438632bfd96479cdda8be9cb6cc2721945d on master**.
