finagle.Anger,finagle.Sadness,finagle.Fear,finagle.Joy,finagle.Comments
0,0,0,0,thanks again @spockz this got merged in https://github.com/twitter/finagle/commit/c0efc7759c64d99d14ca9244dab1b4f064f59782  thanks for the patch. this got merged in https://github.com/twitter/finagle/commit/54c6f2728c2ed6e091909b447e362f04ab6fe81e
0,0,0,0,looks like mysql is returning the aggregate as a new decimal. it should work if you switch to using `row.bigdecimalornull` from `longorzero`.
0,0,0,0,"indeed, thanks!"
0,0,0,0.004207692,"@zhangandyhui hopefully the examples helped.  @jdreyesp did you find out if another location is also logging this message? i only see it happening from this [logger](https://github.com/twitter/finagle/blob/develop/finagle-netty4/src/main/scala/com/twitter/finagle/netty4/channel/channelstatshandler.scala#l16). one possible gotcha is that the classname for objects has a trailing dollar sign — ""com.twitter.finagle.netty4.channel.channelstatshandler$"".  @samschlegel any more info here? we've never seen this behavior.  an update — we are working on moving to 4.1.28. don't want to jinx it, but the early tests are looking good.  i believe this is now possible.  the implementations here have changed quite a bit since this ticket was filed.  this [got fixed](https://github.com/twitter/finagle/commit/598acc5416798d37e4c796ab115cbda9a34fb787) a little while back. see [this unit test](https://github.com/twitter/finagle/blob/develop/finagle-mysql/src/test/scala/com/twitter/finagle/mysql/integration/typetest.scala#l253-l260) for an example.  as noted [above](https://github.com/twitter/finagle/issues/190#issuecomment-345471631), this was fixed [back in 2014](https://github.com/twitter/finagle/commit/4258d70f60c956e6c6f361f84d84ef1a6e2b38dc)."
0,0,0,0,"hi!no, i found it only in the location you mention, but this is also caught in other locationsindeed, that avoid the channelstatshandler one (thanks :)), but there's two more, netty related:```08:53:35.932 [finagle/netty4-1] warn  com.twitter.finagle - unhandled exception in connection with /127.0.0.1:58886, shutting down connection | io.netty.handler.codec.decoderexception: io.netty.handler.ssl.notsslrecordexception: not an ssl/tls record: ....08:53:35.932 [finagle/netty4-1] warn  i.n.channel.defaultchannelpipeline - an exceptioncaught() event was fired, and it reached at the tail of the pipeline. it usually means the last handler in the pipeline did not handle the exception. | io.netty.handler.codec.decoderexception: io.netty.handler.ssl.notsslrecordexception: not an ssl/tls record: ...```i don't want to get rid of `com.twitter.finagle` nor `defaultchannelpipeline` since i see them important to log in other cases. but i don't want to get my log overflooded by http calls."
0,0.032461538,0,0,"yeah, i see. and i think your more general point stands — we probably should not be logging at warning level for bad user input."
0,0,0,0,@dschobel ♻️ added some more detail in the comment
0,0,0,0.05715,"@prahathess-rengasamy-ck sorry for the long silence, i've been hacking on this for a while, i think it's pretty close to being ready.  i would expect it to land in the next two weeks (i'm on vacation next week)."
0,0,0,0.022,"great thankson fri, aug 17, 2018, 16:42 moses nakamura <notifications@github.com> wrote:> @prahathess-rengasamy-ck <https://github.com/prahathess-rengasamy-ck>> sorry for the long silence, i've been hacking on this for a while, i think> it's pretty close to being ready. i would expect it to land in the next two> weeks (i'm on vacation next week).>> —> you are receiving this because you were mentioned.> reply to this email directly, view it on github> <https://github.com/twitter/finagle/issues/701#issuecomment-413982821>,> or mute the thread> <https://github.com/notifications/unsubscribe-auth/aiga5_yvrve93ghsvlqc2t06mowenugaks5uryrlgajpzm4u0ib2>> .>"
0,0.004033333,0,0.0052,"@kevinoliver does this introduce a compile-time breaking change? the new argument added to `transport.options` has a default value, so i don't think it'll break any existing code.  @kevinoliver would it be preferable for me to add another `apply` method on `transport.options` vs documenting a breaking change?"
0,0,0,0,this should be resolved as of https://github.com/twitter/finagle/commit/c404078f4d2ae1dbbbe5799a2aa554fd216b09dd.
0,0,0,0,merged this in https://github.com/twitter/finagle/commit/0316ac8940f056b86e3d5463ba63b6033a539886 thanks again @zackangelo
