Moya.Anger,Moya.Sadness,Moya.Fear,Moya.Joy,Moya.Comments
0,0,0,0,"hey @canny09. i'll need more informations to help you resolve the issue:1. what version of moya do you use?1. are you sure that `map<r>(_ transform:)` is a method that moya had before? i can't recall it but maybe my memory is failing me 😅 1. can you tell me if you are using additional cocoapods, for mapping specifically? `objectmapper` or `modelmapper` or any other? if yes, please provide me `podfile.lock` if possible.  oh, so now you are probably facing a problem with swift, rather than with rxswift or moya... i'll try to give you some hints on how you could try to solve it, as i don't see nothing in particular on the first sight.swift is not the best at giving you a precise errors in this situation, that's why i always try to extract the code to a playground if possible to check if the inner code is working without the rx part. in your case i would try to check if i could write a function and see if it works:```swiftfunc transform<t>(response: response) -> t {    let jsondict = response as? [string : any]    guard let model = t.deserialize(from: jsondict, designatedpath: ""data"") else {        throw blockyerror.unknown    }    return model}```if it doesn't, you have a better error right in front of you. if it does work, however, there is a problem up the chain. then i would check if the `single` extension without the whole `map` transformation works.```swiftextension single {    func mapmodel<t: handyjson>(type: t.type) -> single<t> {        return single.just(t.deserialize(from: jsondict, designatedpath: ""data""))    }}```the same situation here, if it doesn't work you know where to dig. if it works, then it's probably a typo somewhere or maybe you need an explicit parameter names or explicit return types somewhere. really not an easy fight.if you can't find it, let us know, maybe try to build an example project where it happens and someone will for sure try to help you.  @lucianopalmeida just wanted to say that this is the first time i'm seeing `rangeexpression` type and i'm amazed. will probably take a closer look on this and pr later on, but great job on finding it 💯"
0,0,0,0,"can you add this to https://github.com/moya/contributors/blob/master/contributing.md too?<sub>sent with <a href=""http://githawk.com"">githawk</a></sub>"
0,0.4,0.1,0,"it was something completely unrelated to my (in retrospect) droolings of a madman above. i'm a close minded fool and was blinded by what i conceptualized ""imagemapping"" to mean. sorry for the waste of time my moya friends!"
0,0,0,0.2,"thanks a lot for contributing to moya! i've invited you to join the moya github organization – no pressure to accept! if you'd like more information on what that means, check out our [contributor guidelines](https://github.com/moya/contributors) and feel free to reach out with any questions."
0,0,0,0.8,"first of all thanks so much for this piece @fbeeper! this is a huge amount of work and many years in the making so you did a great job 👏 i've left few comments myself as well - i know that with all of us commenting this is a lot of work, but i hope we can get this finished.  @sd10 yeah, tough one. i'd try merging master into development as we need to do it anyways. if it doesn't help, then let's rebase the pr."
0,0,0,0,"hey guys @serg1k17 @sd10 - i've rebased the pr and did reset some comments, it seems like the history is little bit more clear now and we can proceed 😉"
0,0,0,0.8,"thanks a lot for contributing to moya! i've invited you to join the moya github organization – no pressure to accept! if you'd like more information on what that means, check out our [contributor guidelines](https://github.com/moya/contributors) and feel free to reach out with any questions.  thanks a lot for contributing to moya! i've invited you to join the moya github organization – no pressure to accept! if you'd like more information on what that means, check out our [contributor guidelines](https://github.com/moya/contributors) and feel free to reach out with any questions."
0,0.6,0,0,"dynamic, sorry, forgot to add."
0.3,0,0,0,"especially since we rely heavily on alamofire, i don't see this making too much sense. i don't know the initial reasons to have alamofire as a dependency though, and i do not know if it would be worth it dropping the dependency at this point.  are there any strong opinions or instances were you really need moya over `urlsession` when dependency size is important?"
0,0,0,0,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0,"hey @filograno. i usually have an optional `pagination` object that holds a `page` and number of items per page that i want to fetch. then, from the response, either i got an object that returns a current `pagination` object as well, or if i can't get it out of an api, i'd just bump the `page` in my current `pagination` object.i think that there are many approaches and it's just a matter of what do you like the most. nothing's wrong with your as well. maybe there is even a room for a simple library for moya 😉   @serg1k17 really strange, are you sure it's there indefinitely? maybe there is a request that gets a timeout?  i think we should still investigate the issue, so reopening this one. unfortunately, i don't really have time to do it. maybe some of the @moya/contributors would help?  as i think we agree that we don't really use it, i went ahead and closed the project and gonna close this issue too 👍"
0,0,0,0.4,"i agree with @ashfurrow on this one.i can see how the branch approach works and it's in fact a nice workaround, but i'd like to see if the tag approach suggested by ash would work. if it does, i have a feeling it would end up being a cleaner solution to the problem 👍"
0,0,0,0,"hmm, the plot thickens! i think that another, more short-term approach _could_ be to tell users to fork moya and remove the schemes they don't need. it would solve the immediate problem and share that solution with others while we work towards a more maintainable one. any thoughts?   oh, interesting idea! hmm, that _would_ be kind of nice, yeah. i'd like to hear what other moya members – particularly carthage users! – have to say about it before moving forward, but it sounds promising!"
0,0,0,0.2,"hey @gtmyang, thanks for the issue. it seems like it's a similar one to the https://github.com/moya/moya/issues/1533. could you check if your backend is using `spring`? it seems like this might be the issue here.  hey @bnussey. so you are able to use `self.provider.rx.request(.authorizerefresh(token: refreshtoken))` in one part of the app and you can't in the other? if yes, please copy parts of the code surrounding the request - one that works and one that doesn't work. also, please copy the code for `targettype` that you use (with `. authorizerefresh(token:)` case)."
0.1,0,0,0.1,"i completely agree with everybody who blames carthage for not fixing this themselves. but they haven't done anything to solve this since more than two years now (see https://github.com/carthage/carthage/issues/1227) so i'm not sure if they feel like there is any pressure on them at all. and most dependencies i've used don't have the problem that they have reactive extensions which take ages to build (at least that's what it feels like), thus i'm sure some people over there at carthage would argue that it **actually is** a moya issue. (update: i just found the core maintainer already argued that way [here](https://github.com/carthage/carthage/issues/1227#issuecomment-286244019))having this said, here's the overview of possbilities we discussed until now (as i see it):1. we create forks in the main moya repo and rebase them on version updates via ci.  **pro:** the basic problem is fixed. **con:** it's work to configure once. will `bootstrap` even work after a rebase?2. we require every moya user interested in fast build times to create the forks themselves.  **pro:** we don't have to lift a finger and simply blame carthage. **con:** user madness.3. we automate the ci and use repos on the moya organization to make this happen (as suggested).  **pro:** users have all semver updating possibilities. **con:** it's work to configure this once.4. we don't automate the ci and use forks maintained by me to make this happen.  **pro:** users have all semver updating possibilities. **con:** updates will be delayed.i actually just created a ""konsensing"" where you can **submit more suggestions until sunday** and **rate the options until monday.** the results will be available once the rating deadline is over. see here:**https://www.konsensieren.eu/en/konsensierung/kd8mvrdnd/anzeigen**note: a ""konsensing"" is an innovative democratic decision making idea with the goal to find the best consensus which makes everybody happy instead of finding just the idea with the most thumbs up. unfortunately i couldn't find any english translation to the great german explanation site [here](http://www.sk-prinzip.eu/). but maybe the [google translated version](https://translate.google.com/translate?sl=de&tl=en&js=y&prev=_t&hl=de&ie=utf-8&u=http%3a%2f%2fwww.sk-prinzip.eu%2f&edit-text=&act=url) is good enough?"
0,0,0.1,0,"@sunshinejr as a matter of fact, i did. maybe i misunderstood. before answering this, i tried:```swiftcase let .updatecart(_, cartidx: cartidx, num: num):  return .requestcompositeparameters(bodyparameters: [""cartidx"": cartidx, ""num"" : num], bodyencoding: jsonencoding.default, urlparameters: [:])```clear error. (status code: 400)however, after reviewing your answer, i tried again.```swiftcase let .updatecart(memberid: memberid, cartidx: cartidx, num: num):  return .requestcompositeparameters(bodyparameters: [""cartidx"": cartidx, ""num"" : num], bodyencoding: jsonencoding.default, urlparameters: [""memberid"": memberid])```still an error. (status code: 405 -> wrong method or wrong parameter. in this case, probably wrong parameter). actually, i encountered this error before when missing ""path"".i supposed it referred to two completely different result. i'm not so sure how exactly requestcompositeparameters worked, but it seems kind of strange putting [""memberid"": memberid] in the urlparameters. how can i adjust above request to the ""path"" of like solution? thanks a lot!"
0,0,0,0.4,"that’s _awesome_. thank you so much @petester42 for stepping in and finishig the works, this is imo the best solution to this problem. and thanks @dschee for pushing this forward! 👏🏻👏🏻👏🏻"
0,0,0,0.4,"hi @sunshinejr , thanks for the fast and kind answer!if subclassing is still considered a good practice after `rxmoyaprovider` got deprecated, then i'm all for it. an example may help, but i can anticipate that currently there is a single method in `moyaprovider` handling all `stubbehavior` cases and i'd like to override only the `delayed` one (the one where a scheduler will make sense since there's timing embedded). this method has the following signature:```swiftopen override func stubrequest(_ target: target, request: urlrequest, callbackqueue: dispatchqueue?, completion: @escaping moya.completion, endpoint: endpoint, stubbehavior: moya.stubbehavior) -> cancellabletoken```internally, it does this:`let callbackqueue = callbackqueue ?? self.callbackqueue`however notice that `callbackqueue` is internal in moyaprovider, so given that i want to keep this code, i need to create another of that property in my subclass.also, my `testscheduler` needs to be injected in my `moyaprovider` subclass via its initializer, so that i don't modify the signature of the overridden method. but here again i had problems because i wanted to keep all the same parameter default values, and some won't work at least not in a first naive attempt.so in brief, an example that:1. overrides `stubrequest` by replacing the code for one of the stub behaviors2. exposes a new initializer with an additional parameter, while keeping all the same parameter default values from the `moyaprovider` subclasswill definitely be all i need! 😄 thank you again!"
0,0,0,0,"you can use```swift   case let .success(moyaresponse):                moyaresponse.mapstring()```  @serg1k17 #1629 did not solved the issue of passing json (created from some model)i am talking about```swiftcase .youcase:  return .requestparameters(parameters: myjsonobject, encoding: urlencoding.querystring)```  @sd10  thanks   yes path and json body work together"
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0,0,0,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0,"feel free to open a pull request :)<sub>sent with <a href=""http://githawk.com"">githawk</a></sub>"
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0,0,0,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0.1,we should probably still take a look at this.  go for it!
0,0,0,0,"hey @kaleemozitech, this is a tough one because there might be many factors involved.1. type of your `dict`. do you have your dictionary typed as `[string: any]` or `[string: string]`? additionally, what are `areas`? is this a `[string]` or `[int]`? make sure you are passing the types right.1. `.prettyprinted` option for your data serialization. this adds some additional space to the encoded data, maybe your server doesn't accept it at all? try replacing `.prettyprinted` with `[]`:```swiftlet data = try! jsonserialization.data(withjsonobject: dict, options: [])```3. what headers are you supposed to pass to the server? is it really `multipart/form-data`? do you override your headers somewhere? this also can be the reason that your server cannot decode your parameters well.i think these are the biggest ones that come to my mind right now. if none of these help, let me know and we will try to figure it out. server logs and more code would be appreciated. oh, and please add `networkloggerplugin(verbose: true)` to your `moyaprovider` plugins and paste it here if you can, this is really helpful with debugging.  @oluckyman this needs a major version release as it's breaking, but i think we are near to complete the scope for it 😉"
0,0.2,0,0,"i am experiencing the above error, how to turn off the above message. i am using on swift version 2.3  i am experiencing the above error, how to turn off the above message. i am using on swift version 2.3"
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍.  this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs."
0,0,0,0,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
